East,North,Elevation,Var_1,Var_2,Theoretical_rho
   664.593,   910.995,   -45.601,     0.789,     1.167,    -0.296
   662.905,   911.048,   -47.289,     0.822,     1.095,    -0.293
   661.217,   911.101,   -48.978,     0.861,     1.111,    -0.290
   659.528,   911.154,   -50.667,     0.874,     1.115,    -0.287
   657.840,   911.208,   -52.356,     0.845,     1.075,    -0.284
   656.152,   911.261,   -54.045,     0.863,     1.128,    -0.281
   654.464,   911.314,   -55.734,     0.888,     1.136,    -0.278
   652.776,   911.367,   -57.423,     0.849,     1.153,    -0.275
   651.088,   911.420,   -59.112,     0.889,     1.119,    -0.272
   649.400,   911.473,   -60.801,     0.843,     1.059,    -0.269
   647.712,   911.526,   -62.490,     0.913,     1.003,    -0.266
   646.024,   911.579,   -64.179,     0.871,     0.928,    -0.263
   644.336,   911.633,   -65.867,     0.860,     0.860,    -0.260
   642.648,   911.686,   -67.556,     0.793,     0.953,    -0.257
   640.960,   911.739,   -69.245,     0.855,     0.971,    -0.254
   639.272,   911.792,   -70.934,     0.864,     0.907,    -0.251
   637.583,   911.845,   -72.623,     0.867,     0.861,    -0.248
   635.895,   911.898,   -74.312,     0.854,     0.858,    -0.245
   634.207,   911.951,   -76.001,     0.883,     0.818,    -0.242
   632.519,   912.004,   -77.690,     0.898,     0.874,    -0.239
   630.831,   912.057,   -79.379,     0.900,     0.887,    -0.235
   629.143,   912.111,   -81.068,     0.907,     0.895,    -0.232
   627.455,   912.164,   -82.757,     0.879,     0.885,    -0.229
   625.767,   912.217,   -84.445,     0.896,     0.854,    -0.226
   749.357,   907.459,    -0.000,     0.525,     1.300,    -0.449
   748.508,   905.663,    -1.986,     0.503,     1.280,    -0.447
   747.658,   903.868,    -3.973,     0.535,     1.277,    -0.446
   746.809,   902.072,    -5.959,     0.541,     1.358,    -0.444
   745.960,   900.276,    -7.946,     0.560,     1.387,    -0.443
   745.110,   898.481,    -9.932,     0.528,     1.450,    -0.441
   744.261,   896.685,   -11.918,     0.515,     1.438,    -0.440
   743.411,   894.890,   -13.905,     0.574,     1.375,    -0.438
   742.562,   893.094,   -15.891,     0.598,     1.385,    -0.437
   741.713,   891.298,   -17.878,     0.582,     1.308,    -0.435
   740.863,   889.503,   -19.864,     0.620,     1.252,    -0.434
   740.014,   887.707,   -21.850,     0.608,     1.238,    -0.432
   739.165,   885.911,   -23.837,     0.586,     1.317,    -0.430
   738.315,   884.116,   -25.823,     0.590,     1.379,    -0.429
   737.466,   882.320,   -27.809,     0.577,     1.425,    -0.427
   736.616,   880.524,   -29.796,     0.583,     1.346,    -0.426
   735.767,   878.729,   -31.782,     0.531,     1.320,    -0.424
   734.918,   876.933,   -33.769,     0.564,     1.313,    -0.423
   734.068,   875.137,   -35.755,     0.644,     1.205,    -0.421
   733.219,   873.342,   -37.741,     0.629,     1.265,    -0.420
   732.370,   871.546,   -39.728,     0.687,     1.161,    -0.418
   731.520,   869.751,   -41.714,     0.703,     1.198,    -0.417
   730.671,   867.955,   -43.701,     0.682,     1.216,    -0.415
   729.822,   866.159,   -45.687,     0.666,     1.168,    -0.414
   728.972,   864.364,   -47.673,     0.578,     1.150,    -0.412
   728.123,   862.568,   -49.660,     0.593,     1.177,    -0.411
   727.273,   860.772,   -51.646,     0.658,     1.246,    -0.409
   726.424,   858.977,   -53.633,     0.642,     1.248,    -0.408
   725.575,   857.181,   -55.619,     0.681,     1.094,    -0.406
   724.725,   855.385,   -57.605,     0.657,     1.079,    -0.405
   723.876,   853.590,   -59.592,     0.662,     1.112,    -0.403
   723.027,   851.794,   -61.578,     0.686,     1.223,    -0.401
   722.177,   849.998,   -63.565,     0.764,     1.172,    -0.400
   721.328,   848.203,   -65.551,     0.772,     1.140,    -0.398
   720.479,   846.407,   -67.537,     0.761,     1.174,    -0.397
   719.629,   844.612,   -69.524,     0.766,     1.201,    -0.395
   718.780,   842.816,   -71.510,     0.703,     1.185,    -0.394
   717.930,   841.020,   -73.497,     0.697,     1.112,    -0.392
   717.081,   839.225,   -75.483,     0.664,     1.110,    -0.391
   716.232,   837.429,   -77.469,     0.617,     1.166,    -0.389
   715.382,   835.633,   -79.456,     0.576,     1.135,    -0.388
   714.533,   833.838,   -81.442,     0.615,     1.091,    -0.386
   713.684,   832.042,   -83.428,     0.644,     1.024,    -0.385
   712.834,   830.246,   -85.415,     0.632,     1.086,    -0.383
   711.985,   828.451,   -87.401,     0.654,     1.136,    -0.382
   711.136,   826.655,   -89.388,     0.730,     1.042,    -0.380
   710.286,   824.859,   -91.374,     0.757,     1.004,    -0.379
   709.437,   823.064,   -93.360,     0.771,     1.015,    -0.377
   708.587,   821.268,   -95.347,     0.765,     0.936,    -0.375
   707.738,   819.473,   -97.333,     0.808,     1.058,    -0.374
   706.889,   817.677,   -99.320,     0.801,     1.018,    -0.372
   810.738,   191.634,    -0.000,     0.434,     1.507,    -0.559
   811.875,   193.247,    -1.973,     0.398,     1.670,    -0.561
   813.012,   194.859,    -3.946,     0.437,     1.566,    -0.563
   814.148,   196.471,    -5.919,     0.482,     1.473,    -0.565
   815.285,   198.084,    -7.891,     0.505,     1.399,    -0.568
   816.422,   199.696,    -9.864,     0.435,     1.496,    -0.570
   817.559,   201.309,   -11.837,     0.476,     1.455,    -0.572
   818.696,   202.921,   -13.810,     0.426,     1.708,    -0.574
   819.832,   204.533,   -15.783,     0.453,     1.577,    -0.576
   820.969,   206.146,   -17.756,     0.455,     1.517,    -0.578
   822.106,   207.758,   -19.728,     0.471,     1.569,    -0.580
   823.243,   209.371,   -21.701,     0.463,     1.565,    -0.582
   824.380,   210.983,   -23.674,     0.449,     1.585,    -0.584
   825.516,   212.595,   -25.647,     0.464,     1.583,    -0.586
   826.653,   214.208,   -27.620,     0.484,     1.575,    -0.588
   827.790,   215.820,   -29.593,     0.467,     1.745,    -0.590
   828.927,   217.432,   -31.565,     0.515,     1.505,    -0.592
   830.064,   219.045,   -33.538,     0.532,     1.440,    -0.594
   831.201,   220.657,   -35.511,     0.524,     1.515,    -0.596
   832.337,   222.270,   -37.484,     0.466,     1.562,    -0.598
   833.474,   223.882,   -39.457,     0.435,     1.660,    -0.600
   834.611,   225.494,   -41.430,     0.422,     1.605,    -0.602
   835.748,   227.107,   -43.402,     0.404,     1.562,    -0.604
   836.885,   228.719,   -45.375,     0.364,     1.561,    -0.606
   838.021,   230.331,   -47.348,     0.349,     1.607,    -0.608
   839.158,   231.944,   -49.321,     0.336,     1.650,    -0.610
   840.295,   233.556,   -51.294,     0.343,     1.696,    -0.613
   841.432,   235.169,   -53.267,     0.384,     1.582,    -0.615
   842.569,   236.781,   -55.240,     0.382,     1.602,    -0.617
   843.705,   238.393,   -57.212,     0.389,     1.495,    -0.619
   844.842,   240.006,   -59.185,     0.420,     1.435,    -0.621
   845.979,   241.618,   -61.158,     0.406,     1.439,    -0.623
   847.116,   243.231,   -63.131,     0.426,     1.397,    -0.625
   848.253,   244.843,   -65.104,     0.425,     1.449,    -0.627
   849.389,   246.455,   -67.077,     0.429,     1.477,    -0.629
   850.526,   248.068,   -69.049,     0.405,     1.527,    -0.631
   851.663,   249.680,   -71.022,     0.383,     1.575,    -0.633
   852.800,   251.292,   -72.995,     0.362,     1.597,    -0.635
   853.937,   252.905,   -74.968,     0.371,     1.654,    -0.637
   855.073,   254.517,   -76.941,     0.362,     1.747,    -0.639
   856.210,   256.130,   -78.914,     0.373,     1.751,    -0.641
   857.347,   257.742,   -80.886,     0.405,     1.542,    -0.643
   858.484,   259.354,   -82.859,     0.418,     1.600,    -0.645
   859.621,   260.967,   -84.832,     0.390,     1.645,    -0.647
   860.757,   262.579,   -86.805,     0.400,     1.572,    -0.649
   861.894,   264.192,   -88.778,     0.368,     1.600,    -0.651
   863.031,   265.804,   -90.751,     0.362,     1.734,    -0.653
   864.168,   267.416,   -92.724,     0.355,     1.726,    -0.656
   865.305,   269.029,   -94.696,     0.338,     1.777,    -0.658
   866.441,   270.641,   -96.669,     0.373,     1.674,    -0.660
   867.578,   272.253,   -98.642,     0.373,     1.707,    -0.662
   807.379,   227.890,    -0.000,     0.427,     1.627,    -0.553
   806.849,   225.962,    -1.999,     0.426,     1.501,    -0.552
   806.319,   224.034,    -3.999,     0.426,     1.583,    -0.551
   805.789,   222.107,    -5.998,     0.457,     1.468,    -0.550
   805.259,   220.179,    -7.997,     0.460,     1.447,    -0.549
   804.728,   218.251,    -9.997,     0.497,     1.362,    -0.549
   804.198,   216.323,   -11.996,     0.505,     1.338,    -0.548
   803.668,   214.396,   -13.995,     0.517,     1.330,    -0.547
   803.138,   212.468,   -15.995,     0.497,     1.466,    -0.546
   802.608,   210.540,   -17.994,     0.479,     1.457,    -0.545
   802.077,   208.612,   -19.993,     0.475,     1.396,    -0.544
   801.547,   206.685,   -21.992,     0.468,     1.421,    -0.543
   801.017,   204.757,   -23.992,     0.439,     1.523,    -0.542
   800.487,   202.829,   -25.991,     0.444,     1.528,    -0.541
   799.957,   200.901,   -27.990,     0.441,     1.491,    -0.540
   799.426,   198.974,   -29.990,     0.412,     1.574,    -0.539
   798.896,   197.046,   -31.989,     0.421,     1.752,    -0.538
   798.366,   195.118,   -33.988,     0.375,     1.899,    -0.537
   797.836,   193.191,   -35.988,     0.389,     1.789,    -0.536
   797.306,   191.263,   -37.987,     0.389,     1.741,    -0.535
   796.775,   189.335,   -39.986,     0.408,     1.665,    -0.534
   796.245,   187.407,   -41.986,     0.424,     1.488,    -0.533
   795.715,   185.480,   -43.985,     0.444,     1.489,    -0.532
   795.185,   183.552,   -45.984,     0.464,     1.426,    -0.531
   794.655,   181.624,   -47.984,     0.457,     1.427,    -0.530
   794.125,   179.696,   -49.983,     0.483,     1.533,    -0.529
   793.594,   177.769,   -51.982,     0.461,     1.673,    -0.528
   793.064,   175.841,   -53.981,     0.464,     1.511,    -0.528
   792.534,   173.913,   -55.981,     0.459,     1.401,    -0.527
   792.004,   171.985,   -57.980,     0.454,     1.382,    -0.526
   791.474,   170.058,   -59.979,     0.465,     1.337,    -0.525
   790.943,   168.130,   -61.979,     0.462,     1.451,    -0.524
   790.413,   166.202,   -63.978,     0.475,     1.578,    -0.523
   789.883,   164.275,   -65.977,     0.452,     1.670,    -0.522
   789.353,   162.347,   -67.977,     0.433,     1.820,    -0.521
   788.823,   160.419,   -69.976,     0.471,     1.715,    -0.520
   788.292,   158.491,   -71.975,     0.476,     1.841,    -0.519
   787.762,   156.564,   -73.975,     0.522,     1.642,    -0.518
   787.232,   154.636,   -75.974,     0.571,     1.509,    -0.517
   786.702,   152.708,   -77.973,     0.597,     1.407,    -0.516
   786.172,   150.780,   -79.973,     0.538,     1.391,    -0.515
   785.641,   148.853,   -81.972,     0.569,     1.453,    -0.514
   785.111,   146.925,   -83.971,     0.582,     1.420,    -0.513
   784.581,   144.997,   -85.970,     0.581,     1.408,    -0.512
   784.051,   143.070,   -87.970,     0.558,     1.384,    -0.511
   783.521,   141.142,   -89.969,     0.536,     1.494,    -0.510
   782.990,   139.214,   -91.968,     0.510,     1.472,    -0.509
   782.460,   137.286,   -93.968,     0.497,     1.547,    -0.508
   781.930,   135.359,   -95.967,     0.544,     1.604,    -0.507
   781.400,   133.431,   -97.966,     0.546,     1.646,    -0.507
   780.870,   131.503,   -99.966,     0.499,     1.684,    -0.506
   797.099,   218.093,    -0.000,     0.535,     1.403,    -0.535
   797.705,   216.636,    -1.579,     0.530,     1.309,    -0.536
   798.312,   215.178,    -3.157,     0.489,     1.415,    -0.537
   798.919,   213.721,    -4.736,     0.460,     1.467,    -0.538
   799.526,   212.264,    -6.314,     0.449,     1.630,    -0.539
   800.132,   210.807,    -7.893,     0.461,     1.573,    -0.540
   800.739,   209.349,    -9.471,     0.494,     1.476,    -0.541
   801.346,   207.892,   -11.050,     0.476,     1.469,    -0.542
   801.953,   206.435,   -12.628,     0.482,     1.517,    -0.544
   802.560,   204.978,   -14.207,     0.482,     1.535,    -0.545
   803.166,   203.521,   -15.785,     0.458,     1.460,    -0.546
   803.773,   202.063,   -17.364,     0.506,     1.382,    -0.547
   804.380,   200.606,   -18.942,     0.486,     1.447,    -0.548
   804.987,   199.149,   -20.521,     0.465,     1.405,    -0.549
   805.594,   197.692,   -22.099,     0.415,     1.525,    -0.550
   806.200,   196.234,   -23.678,     0.427,     1.439,    -0.551
   806.807,   194.777,   -25.256,     0.429,     1.444,    -0.552
   807.414,   193.320,   -26.835,     0.432,     1.476,    -0.553
   808.021,   191.863,   -28.413,     0.420,     1.502,    -0.554
   808.627,   190.406,   -29.992,     0.426,     1.557,    -0.556
   809.234,   188.948,   -31.570,     0.417,     1.525,    -0.557
   809.841,   187.491,   -33.149,     0.414,     1.570,    -0.558
   810.448,   186.034,   -34.727,     0.395,     1.648,    -0.559
   811.055,   184.577,   -36.306,     0.378,     1.800,    -0.560
   811.661,   183.119,   -37.884,     0.386,     1.914,    -0.561
   812.268,   181.662,   -39.463,     0.415,     1.812,    -0.562
   812.875,   180.205,   -41.041,     0.405,     1.912,    -0.563
   813.482,   178.748,   -42.620,     0.410,     1.886,    -0.564
   814.089,   177.291,   -44.198,     0.393,     1.915,    -0.565
   814.695,   175.833,   -45.777,     0.397,     1.870,    -0.566
   815.302,   174.376,   -47.355,     0.384,     1.773,    -0.568
   815.909,   172.919,   -48.934,     0.362,     1.798,    -0.569
   816.516,   171.462,   -50.512,     0.386,     1.729,    -0.570
   817.122,   170.004,   -52.091,     0.390,     1.859,    -0.571
   817.729,   168.547,   -53.669,     0.393,     1.844,    -0.572
   818.336,   167.090,   -55.248,     0.391,     1.908,    -0.573
   818.943,   165.633,   -56.826,     0.402,     1.789,    -0.574
   819.550,   164.176,   -58.405,     0.437,     1.686,    -0.575
   820.156,   162.718,   -59.983,     0.413,     1.772,    -0.576
   820.763,   161.261,   -61.562,     0.397,     1.927,    -0.577
   821.370,   159.804,   -63.140,     0.411,     1.815,    -0.578
   821.977,   158.347,   -64.719,     0.428,     1.757,    -0.580
   822.584,   156.889,   -66.297,     0.455,     1.753,    -0.581
   823.190,   155.432,   -67.876,     0.437,     1.846,    -0.582
   823.797,   153.975,   -69.454,     0.440,     1.853,    -0.583
   824.404,   152.518,   -71.033,     0.440,     1.828,    -0.584
   825.011,   151.061,   -72.611,     0.450,     1.719,    -0.585
   825.617,   149.603,   -74.190,     0.434,     1.775,    -0.586
   826.224,   148.146,   -75.768,     0.419,     1.832,    -0.587
   826.831,   146.689,   -77.347,     0.404,     1.781,    -0.588
   827.438,   145.232,   -78.925,     0.456,     1.656,    -0.589
   776.621,   344.343,    -0.000,     0.583,     1.280,    -0.498
   778.302,   343.463,    -1.897,     0.537,     1.375,    -0.501
   779.982,   342.584,    -3.793,     0.524,     1.320,    -0.504
   781.663,   341.704,    -5.690,     0.501,     1.365,    -0.507
   783.343,   340.825,    -7.587,     0.519,     1.317,    -0.510
   785.024,   339.945,    -9.484,     0.514,     1.373,    -0.513
   786.704,   339.066,   -11.380,     0.537,     1.276,    -0.516
   788.385,   338.187,   -13.277,     0.504,     1.242,    -0.519
   790.065,   337.307,   -15.174,     0.520,     1.330,    -0.522
   791.746,   336.428,   -17.071,     0.532,     1.332,    -0.525
   793.426,   335.548,   -18.967,     0.552,     1.319,    -0.528
   795.107,   334.669,   -20.864,     0.525,     1.434,    -0.531
   796.787,   333.789,   -22.761,     0.504,     1.546,    -0.534
   798.468,   332.910,   -24.657,     0.487,     1.662,    -0.537
   800.148,   332.030,   -26.554,     0.462,     1.677,    -0.540
   801.829,   331.151,   -28.451,     0.462,     1.583,    -0.543
   803.509,   330.271,   -30.348,     0.456,     1.595,    -0.546
   805.190,   329.392,   -32.244,     0.479,     1.531,    -0.549
   806.870,   328.512,   -34.141,     0.453,     1.553,    -0.552
   808.551,   327.633,   -36.038,     0.462,     1.365,    -0.555
   810.231,   326.753,   -37.935,     0.443,     1.267,    -0.558
   811.912,   325.874,   -39.831,     0.469,     1.295,    -0.561
   813.592,   324.994,   -41.728,     0.468,     1.382,    -0.564
   815.273,   324.115,   -43.625,     0.452,     1.385,    -0.567
   816.953,   323.236,   -45.521,     0.471,     1.402,    -0.571
   818.634,   322.356,   -47.418,     0.448,     1.442,    -0.574
   820.315,   321.477,   -49.315,     0.458,     1.349,    -0.577
   821.995,   320.597,   -51.212,     0.485,     1.217,    -0.580
   823.676,   319.718,   -53.108,     0.483,     1.300,    -0.583
   825.356,   318.838,   -55.005,     0.488,     1.417,    -0.586
   827.037,   317.959,   -56.902,     0.444,     1.514,    -0.589
   828.717,   317.079,   -58.799,     0.401,     1.593,    -0.592
   830.398,   316.200,   -60.695,     0.413,     1.585,    -0.595
   832.078,   315.320,   -62.592,     0.411,     1.729,    -0.598
   833.759,   314.441,   -64.489,     0.411,     1.689,    -0.601
   835.439,   313.561,   -66.385,     0.426,     1.684,    -0.604
   837.120,   312.682,   -68.282,     0.405,     1.667,    -0.607
   838.800,   311.802,   -70.179,     0.413,     1.588,    -0.610
   840.481,   310.923,   -72.076,     0.397,     1.623,    -0.613
   842.161,   310.044,   -73.972,     0.416,     1.704,    -0.616
   843.842,   309.164,   -75.869,     0.437,     1.627,    -0.619
   845.522,   308.285,   -77.766,     0.454,     1.545,    -0.622
   847.203,   307.405,   -79.663,     0.442,     1.579,    -0.625
   848.883,   306.526,   -81.559,     0.482,     1.495,    -0.628
   850.564,   305.646,   -83.456,     0.472,     1.502,    -0.631
   852.244,   304.767,   -85.353,     0.449,     1.582,    -0.634
   853.925,   303.887,   -87.249,     0.463,     1.463,    -0.637
   855.605,   303.008,   -89.146,     0.421,     1.586,    -0.640
   857.286,   302.128,   -91.043,     0.415,     1.627,    -0.643
   858.966,   301.249,   -92.940,     0.380,     1.740,    -0.646
   860.647,   300.369,   -94.836,     0.370,     1.722,    -0.649
   764.159,   303.384,    -0.000,     0.532,     1.443,    -0.475
   762.174,   303.391,    -1.984,     0.578,     1.357,    -0.472
   760.190,   303.397,    -3.969,     0.545,     1.404,    -0.468
   758.206,   303.403,    -5.953,     0.568,     1.442,    -0.465
   756.221,   303.410,    -7.937,     0.660,     1.334,    -0.461
   754.237,   303.416,    -9.922,     0.572,     1.494,    -0.458
   752.252,   303.422,   -11.906,     0.582,     1.535,    -0.454
   750.268,   303.429,   -13.890,     0.597,     1.495,    -0.450
   748.284,   303.435,   -15.875,     0.571,     1.418,    -0.447
   746.299,   303.441,   -17.859,     0.575,     1.379,    -0.443
   744.315,   303.448,   -19.844,     0.602,     1.339,    -0.440
   742.331,   303.454,   -21.828,     0.634,     1.407,    -0.436
   740.346,   303.460,   -23.812,     0.621,     1.419,    -0.433
   738.362,   303.467,   -25.797,     0.597,     1.355,    -0.429
   736.378,   303.473,   -27.781,     0.587,     1.311,    -0.425
   734.393,   303.479,   -29.765,     0.620,     1.178,    -0.422
   732.409,   303.486,   -31.750,     0.547,     1.194,    -0.418
   730.425,   303.492,   -33.734,     0.513,     1.203,    -0.415
   728.440,   303.498,   -35.718,     0.511,     1.174,    -0.411
   726.456,   303.505,   -37.703,     0.448,     1.314,    -0.408
   724.472,   303.511,   -39.687,     0.493,     1.151,    -0.404
   722.487,   303.517,   -41.671,     0.528,     1.195,    -0.400
   720.503,   303.524,   -43.656,     0.540,     1.225,    -0.397
   718.519,   303.530,   -45.640,     0.584,     1.240,    -0.393
   716.534,   303.536,   -47.625,     0.598,     1.190,    -0.390
   714.550,   303.543,   -49.609,     0.618,     1.231,    -0.386
   712.566,   303.549,   -51.593,     0.624,     1.363,    -0.383
   710.581,   303.555,   -53.578,     0.570,     1.292,    -0.379
   708.597,   303.562,   -55.562,     0.593,     1.246,    -0.375
   706.613,   303.568,   -57.546,     0.617,     1.239,    -0.372
   704.628,   303.574,   -59.531,     0.635,     1.162,    -0.368
   702.644,   303.581,   -61.515,     0.587,     1.261,    -0.365
   700.659,   303.587,   -63.499,     0.533,     1.305,    -0.361
   698.675,   303.593,   -65.484,     0.525,     1.405,    -0.358
   696.691,   303.600,   -67.468,     0.522,     1.275,    -0.354
   694.706,   303.606,   -69.452,     0.564,     1.222,    -0.350
   692.722,   303.612,   -71.437,     0.538,     1.333,    -0.347
   690.738,   303.619,   -73.421,     0.596,     1.213,    -0.343
   688.753,   303.625,   -75.405,     0.687,     1.147,    -0.340
   686.769,   303.631,   -77.390,     0.643,     1.124,    -0.336
   684.785,   303.638,   -79.374,     0.619,     1.136,    -0.333
   682.800,   303.644,   -81.359,     0.674,     1.172,    -0.329
   680.816,   303.650,   -83.343,     0.662,     1.222,    -0.325
   678.832,   303.657,   -85.327,     0.633,     1.226,    -0.322
   676.847,   303.663,   -87.312,     0.656,     1.146,    -0.318
   674.863,   303.669,   -89.296,     0.707,     1.080,    -0.315
   672.879,   303.676,   -91.280,     0.669,     1.100,    -0.311
   670.894,   303.682,   -93.265,     0.607,     1.115,    -0.308
   668.910,   303.688,   -95.249,     0.597,     1.065,    -0.304
   666.926,   303.695,   -97.233,     0.620,     1.001,    -0.300
   664.941,   303.701,   -99.218,     0.666,     1.008,    -0.297
   767.516,   376.339,    -0.000,     0.541,     1.485,    -0.482
   765.799,   377.362,    -1.999,     0.540,     1.526,    -0.478
   764.082,   378.386,    -3.997,     0.549,     1.473,    -0.475
   762.366,   379.409,    -5.996,     0.540,     1.488,    -0.472
   760.649,   380.433,    -7.995,     0.553,     1.421,    -0.469
   758.932,   381.456,    -9.994,     0.541,     1.432,    -0.466
   757.215,   382.479,   -11.992,     0.552,     1.454,    -0.463
   755.498,   383.503,   -13.991,     0.556,     1.465,    -0.460
   753.782,   384.526,   -15.990,     0.555,     1.465,    -0.457
   752.065,   385.550,   -17.988,     0.589,     1.447,    -0.454
   750.348,   386.573,   -19.987,     0.529,     1.516,    -0.451
   748.631,   387.597,   -21.986,     0.582,     1.362,    -0.448
   746.914,   388.620,   -23.985,     0.577,     1.372,    -0.444
   745.198,   389.644,   -25.983,     0.550,     1.323,    -0.441
   743.481,   390.667,   -27.982,     0.492,     1.429,    -0.438
   741.764,   391.691,   -29.981,     0.505,     1.307,    -0.435
   740.047,   392.714,   -31.979,     0.519,     1.357,    -0.432
   738.330,   393.737,   -33.978,     0.557,     1.239,    -0.429
   736.614,   394.761,   -35.977,     0.556,     1.279,    -0.426
   734.897,   395.784,   -37.976,     0.585,     1.191,    -0.423
   733.180,   396.808,   -39.974,     0.576,     1.201,    -0.420
   731.463,   397.831,   -41.973,     0.638,     1.036,    -0.417
   729.746,   398.855,   -43.972,     0.634,     1.098,    -0.414
   728.030,   399.878,   -45.970,     0.654,     1.074,    -0.410
   726.313,   400.902,   -47.969,     0.693,     1.102,    -0.407
   724.596,   401.925,   -49.968,     0.664,     1.207,    -0.404
   722.879,   402.949,   -51.967,     0.631,     1.251,    -0.401
   721.162,   403.972,   -53.965,     0.613,     1.253,    -0.398
   719.446,   404.995,   -55.964,     0.640,     1.314,    -0.395
   717.729,   406.019,   -57.963,     0.679,     1.363,    -0.392
   716.012,   407.042,   -59.961,     0.689,     1.361,    -0.389
   714.295,   408.066,   -61.960,     0.754,     1.365,    -0.386
   712.578,   409.089,   -63.959,     0.844,     1.184,    -0.383
   710.862,   410.113,   -65.958,     0.806,     1.311,    -0.380
   709.145,   411.136,   -67.956,     0.834,     1.368,    -0.376
   707.428,   412.160,   -69.955,     0.839,     1.195,    -0.373
   705.711,   413.183,   -71.954,     0.851,     1.215,    -0.370
   703.994,   414.207,   -73.952,     0.770,     1.157,    -0.367
   702.278,   415.230,   -75.951,     0.758,     1.191,    -0.364
   700.561,   416.254,   -77.950,     0.684,     1.204,    -0.361
   698.844,   417.277,   -79.949,     0.714,     1.161,    -0.358
   697.127,   418.300,   -81.947,     0.667,     1.163,    -0.355
   695.410,   419.324,   -83.946,     0.641,     1.133,    -0.352
   693.694,   420.347,   -85.945,     0.683,     1.148,    -0.349
   691.977,   421.371,   -87.943,     0.702,     1.156,    -0.346
   690.260,   422.394,   -89.942,     0.730,     1.169,    -0.342
   688.543,   423.418,   -91.941,     0.734,     1.046,    -0.339
   686.826,   424.441,   -93.940,     0.737,     1.054,    -0.336
   685.110,   425.465,   -95.938,     0.784,     1.042,    -0.333
   683.393,   426.488,   -97.937,     0.771,     1.148,    -0.330
   681.676,   427.512,   -99.936,     0.841,     1.197,    -0.327
   802.281,   423.715,    -0.000,     0.498,     1.547,    -0.544
   800.318,   423.651,    -1.965,     0.505,     1.360,    -0.541
   798.354,   423.587,    -3.930,     0.516,     1.194,    -0.537
   796.390,   423.523,    -5.894,     0.529,     1.313,    -0.534
   794.426,   423.458,    -7.859,     0.565,     1.267,    -0.530
   792.462,   423.394,    -9.824,     0.611,     1.154,    -0.526
   790.499,   423.330,   -11.789,     0.599,     1.229,    -0.523
   788.535,   423.266,   -13.754,     0.610,     1.178,    -0.519
   786.571,   423.202,   -15.719,     0.557,     1.304,    -0.516
   784.607,   423.137,   -17.683,     0.556,     1.364,    -0.512
   782.644,   423.073,   -19.648,     0.542,     1.368,    -0.509
   780.680,   423.009,   -21.613,     0.575,     1.356,    -0.505
   778.716,   422.945,   -23.578,     0.613,     1.371,    -0.502
   776.752,   422.881,   -25.543,     0.621,     1.271,    -0.498
   774.789,   422.816,   -27.507,     0.592,     1.275,    -0.495
   772.825,   422.752,   -29.472,     0.620,     1.239,    -0.491
   770.861,   422.688,   -31.437,     0.606,     1.165,    -0.488
   768.897,   422.624,   -33.402,     0.631,     1.171,    -0.484
   766.934,   422.559,   -35.367,     0.592,     1.231,    -0.480
   764.970,   422.495,   -37.331,     0.607,     1.222,    -0.477
   763.006,   422.431,   -39.296,     0.625,     1.292,    -0.473
   761.042,   422.367,   -41.261,     0.627,     1.261,    -0.470
   759.079,   422.303,   -43.226,     0.641,     1.273,    -0.466
   757.115,   422.238,   -45.191,     0.604,     1.396,    -0.463
   755.151,   422.174,   -47.156,     0.629,     1.463,    -0.459
   753.187,   422.110,   -49.120,     0.595,     1.458,    -0.456
   751.223,   422.046,   -51.085,     0.581,     1.314,    -0.452
   749.260,   421.982,   -53.050,     0.514,     1.415,    -0.449
   747.296,   421.917,   -55.015,     0.474,     1.434,    -0.445
   745.332,   421.853,   -56.980,     0.528,     1.295,    -0.442
   743.368,   421.789,   -58.944,     0.491,     1.331,    -0.438
   741.405,   421.725,   -60.909,     0.569,     1.267,    -0.435
   739.441,   421.660,   -62.874,     0.607,     1.211,    -0.431
   737.477,   421.596,   -64.839,     0.638,     1.160,    -0.427
   735.513,   421.532,   -66.804,     0.651,     1.217,    -0.424
   733.550,   421.468,   -68.768,     0.685,     1.209,    -0.420
   731.586,   421.404,   -70.733,     0.736,     1.125,    -0.417
   729.622,   421.339,   -72.698,     0.795,     1.097,    -0.413
   727.658,   421.275,   -74.663,     0.887,     1.030,    -0.410
   725.695,   421.211,   -76.628,     0.932,     1.055,    -0.406
   723.731,   421.147,   -78.593,     0.982,     1.023,    -0.403
   721.767,   421.083,   -80.557,     1.000,     1.044,    -0.399
   719.803,   421.018,   -82.522,     0.877,     1.051,    -0.396
   717.839,   420.954,   -84.487,     0.799,     1.178,    -0.392
   715.876,   420.890,   -86.452,     0.824,     1.155,    -0.389
   713.912,   420.826,   -88.417,     0.793,     1.173,    -0.385
   711.948,   420.761,   -90.381,     0.783,     1.239,    -0.382
   709.984,   420.697,   -92.346,     0.771,     1.266,    -0.378
   708.021,   420.633,   -94.311,     0.773,     1.112,    -0.374
   706.057,   420.569,   -96.276,     0.849,     1.092,    -0.371
   704.093,   420.505,   -98.241,     0.802,     1.196,    -0.367
   846.847,   495.136,    -0.000,     0.318,     1.660,    -0.624
   846.012,   493.898,    -1.493,     0.316,     1.705,    -0.623
   845.177,   492.660,    -2.987,     0.323,     1.731,    -0.621
   844.342,   491.422,    -4.480,     0.328,     1.722,    -0.620
